italian_name,n_sources,sources,latin_names
"aurantium, foemina, sive foetiferum",1,targioni_1858,"CITRUS Arancio dal fior doppio , o del fior doppio, o di fior doppio"
"aurantium, hyerocunticum",1,targioni_1858,"CITRUS Arancio cornuto. Arancio del dito . Arancio ermafrodito , Arancio forte cornuto"
"aurantium, limonis effigie",1,targioni_1858,CITRUS Limone Mela rosa. Mela rosa
"aurantium, olyssiponense",1,targioni_1858,CITRUS Arancio del Gi- gante
"aurantium, sinense",1,targioni_1858,CITRUS ■*
"aurantium, sinense pumilum dulci medulla",1,targioni_1858,CITRUS Arancio nano
"aurantium, sinense pumilum folio et fructu varie- gato medulla peracri",1,targioni_1858,CITRUS Aran- cio nano dolce
"aurantium, stellatum dui ci medulla",1,targioni_1858,CITRUS Arancio turco. Arancio vergato
"aurantium,sinense elyssiponense",1,targioni_1858,CITRUS China. Arancio di Goa
aurantius ? scorff,1,targioni_1858,BOLETUS Agarico . Agarico bianco
avanese,1,targioni_1858,GALEGA officinalis
avedin,1,targioni_1858,PINUS Abies
avel lano,1,targioni_1858,CORYLUS Avellana
"avellana , fructu ovato",1,targioni_1858,CORYLUS Nocciòle lunghe
avellana fcuctu rubro,1,targioni_1858,CORYLUS Nocciòle ronde
avellana fi,1,targioni_1858,CORYLUS Noce! un lo
avellana sylvestris,1,targioni_1858,CORYLUS Nocciòle pistacchine . Nocciòle rosse. Nocciòle vicen- tine . Pistacchio
avena,1,targioni_1858,AVENA sativa
avena domestica,1,targioni_1858,AVENA sativa
"avena, o vena d’inghilterra",1,targioni_1858,AVENA nuda
"avena, o vena salvatica",1,targioni_1858,AVENA fatua
avium ?,1,targioni_1858,PRUNUS Pesca
avium ? duracena,1,targioni_1858,PRUNUS Ciliegia napoletana appuntata
avium ? duracena oblonga,1,targioni_1858,PRUNUS Pomino . Ciliegia morajola mezzana
avium bigarella?,1,targioni_1858,PRUNUS Circgiolo . Ciriegiolo
avolio,1,targioni_1858,DTOSPYROS Ebènum
avorniello,1,targioni_1858,CYTISUS Laburnum; FRAXINUS Ornus
avornio,1,targioni_1858,FRAXINI Ornus . L
avorno,1,targioni_1858,CYTISUS Laburnum
az zaruola,1,targioni_1858,CRATAEGI Azarnlus
"azarolus , fructu alhido",1,targioni_1858,CRATAEGI Lazzerola piccola rossa. Lazzcruola . Lazzcruolo . Pomo imperiale . Razzerolo . Tricocco
azarolus fructu malore albo lutescente,1,targioni_1858,CRATAEGI Lazzerola moscadella
azedarach,1,targioni_1858,MELI A Azedaracli
azeruola,1,targioni_1858,CRATAEGI Azarnlus
azzeruolo,1,targioni_1858,CRATAEGI Azarnlus
b -llide,1,targioni_1858,EELLIS perennis
b ino,1,targioni_1858,CHENOPODIUM B'nus Henricus
b rizzatine de’ vasi,1,targioni_1858,AGARICUS Querce
b unio,1,matthioli_1568,
b upredes e,1,matthioli_1568,
ba- dian,1,targioni_1858,ILLICIUM anisatum
babbagigi,1,targioni_1858,CYPERUS esculentus
babilonica,1,targioni_1858,SALIX Vinchi
bacarello,1,targioni_1858,SOR BUS torminalis
baccalare,1,targioni_1858,PYRI Arpiona
baccarà,1,targioni_1858,ASARUM curopaeum
baccelli,1,targioni_1858,"VIBURNUM Faba, cyamos; VIBURNUM Fabae, fractus"
baccelli piscoviburna,1,targioni_1858,"VIBURNUM Faba , semine utrinque tana . Lentaggine. Vavorna. frontato"
baccellina,1,targioni_1858,GENISTA tinctoria; TURRITIS hirsuta
bacchara,1,matthioli_1568,
bacicci,1,targioni_1858,CYPERUS esculentus
bafilico,1,matthioli_1568,VITIS Lonza
bagaja,1,targioni_1858,CRATAEGI Otyacantha
bagatto,1,targioni_1858,CELTIS australis
"baggiana , o verdona della romo- la",1,targioni_1858,VITIS Averusti dolce ?
bagolaro,1,targioni_1858,CELTIS australis
baiucola,1,targioni_1858,TOMO SECONDO 89 CORYLUS Avellana syl vestris
balano mjrepsico,1,targioni_1858,HYPERANTHERA Moringa
balausta,1,targioni_1858,"PUNICAE Granati , flores"
ballerini,1,targioni_1858,ROSA • canina
ballottino di spa- gna,1,targioni_1858,"CITRUS medica , Limon acuminatus"
balsamca,1,targioni_1858,PINUS Avezzo
balsamifera,1,targioni_1858,POPULUS Gattee . Garto . Piopoio bianco . Pupulo bianco
"balsamina , fl",1,targioni_1858,"IMPATIENS Balsamina femmina . Balsamine , Bcgliomini. Begliuo- mini . Belliuomini. Noli me tangere"
balsamo,1,targioni_1858,MELILOTUS coerulea . Pers
balsamo del,1,targioni_1858,"COPAIFERAE officinali*, resina fluida"
bambagelle doppie,1,targioni_1858,"CHRYSANTHEMITM coronarium , flore pieno"
bambagelle*,1,targioni_1858,CHRYSANTHEMITM coro narium
bambagia,1,targioni_1858,"GOSSYPIUM GOSSYPIUMhirsutum; GOSSYPIUM Indie. Cotone di Pietra, herbaceum; GOSSYPIUM religiosym"
bambagia salvatica,1,targioni_1858,FILAGO gallica; FILAGO germanica
barb* caprina,1,targioni_1858,SPIRAEA Ulmaria
barba,1,targioni_1858,BETA Ci la
barba bietola - bietola,1,targioni_1858,BETA Ci la
barba di,1,targioni_1858,ÀCTAEA Spicata
barba silvana,1,targioni_1858,ALISMA Plantago
barbarea,1,targioni_1858,ERYSIMUM Barbarea
barbeggic,1,matthioli_1568,
barbera,1,targioni_1858,ERYSIMUM Barbarea
barbocchi di canna,1,targioni_1858,ARUNDINIS Donacis. radix
barbone,1,targioni_1858,BRYONIA alba. Btyonia dioica
bas- silico pino,1,targioni_1858,NYWPHAEA minimum
"basapiè , veneti?",1,targioni_1858,TRIBULUS terrestri
basilico,1,targioni_1858,NYWPHAEA OcYWUW Basilicum
basilico maggiore,1,targioni_1858,NYWPHAEA OcYWUW Basilicum
bassilico anaciato,1,targioni_1858,NYWPHAEA Ba-ilicum . anisatutn
bassilico cedrato,1,targioni_1858,"NYWPHAEA Basilicuoi, citntum"
bassilico ci- trato,1,targioni_1858,"NYWPHAEA Basilicuoi, citntum"
bassilico di foglia comune con odore di cedrato,1,targioni_1858,"NYWPHAEA Basilicuoi, citntum"
bassilico di foglie larghe,1,targioni_1858,"NYWPHAEA Basilicum , magnum"
bassilico gariofillato,1,targioni_1858,NYWPHAEA monachorum
bassilico garofanato,1,targioni_1858,NYWPHAEA monachorum
bassilico gentile,1,targioni_1858,NYWPHAEA minimum
bassilico mezzano,1,targioni_1858,NYWPHAEA OcYWUW Basilicum
bassilico minore,1,targioni_1858,NYWPHAEA minimum
bassilico nero,1,targioni_1858,"NYWPHAEA Basilicum , nigrum"
bassilico salvatico,1,targioni_1858,PRUNELLA vulgaris
battisecola,1,targioni_1858,CYANUS segetum
battisegola,1,targioni_1858,CYANUS segetum
battisuo- cere,1,targioni_1858,CYANUS segetum
battolici,1,matthioli_1568,
becbo d’ oca,1,targioni_1858,PYRI Arancia francese da estate
beceabunga,1,targioni_1858,VERONICA Anagallis
been bianco,1,targioni_1858,CUCUBALUS Behen
been rosso,1,targioni_1858,STATICE Limonium
behen bianco,1,targioni_1858,CUCUB ALUS Behen
behen rosso,1,targioni_1858,STATICE Limonium
beidelsar,1,targioni_1858,ASCLEPIAS Syriaca
bel fiore,1,targioni_1858,CHRYSANTHEMITM Myoonis
bel vedere,1,targioni_1858,CHENOPODIUM Scoparia
belgiuino,1,targioni_1858,STYRAX Benzoe
belladonna,1,targioni_1858,ATROPA Belladonna
bellidc maggiore,1,targioni_1858,CHRYSANTHEMITM leucanthemum
belziuino,1,targioni_1858,CROCUS CROTON! Benzoe
belzoi- no mandorlato,1,targioni_1858,"STYRACIS Benzoe, balsamum"
belzoino,1,targioni_1858,STYRAX Benzoe
belzoino belzuino,1,targioni_1858,CROCUS CROTON! Benzoe
belzuino,1,targioni_1858,STYRAX Benzoe
belzuino mandorlato,1,targioni_1858,"CROTONIS Benzoe, balsamum siccum"
ben- zoino,1,targioni_1858,CROCUS CROTON! Benzoe
benedetta,1,targioni_1858,GÉUM Urbanum
berardesca,1,targioni_1858,VITIS Balzcllona
berbena,1,targioni_1858,VERBENA officinalis
berberi,1,targioni_1858,EELLIS BERBiÀRIS vulgaris
berberi ordinari,1,targioni_1858,EELLIS BERBiÀRIS vulgaris
berbero,1,targioni_1858,EELLIS BERBiÀRIS vulgaris
berbero sen- za semi,1,targioni_1858,"EELLIS Berberis vulgaris , sine nucleo . Rauli"
bergamotta bianca da estate,1,targioni_1858,PYRI Becco d’ Oca chiaro
bergamotta daestarc,1,targioni_1858,PYRI Bergamotta <P autunno
bergamotta o bu- gi,1,targioni_1858,PYRI Bergamotta bianca di Lunigiana
bergamotta rigata di giallo,1,targioni_1858,PYRI Bergamotta reale
bergo di gra- nelli ovati,1,targioni_1858,VITIS Borgo
berula,1,targioni_1858,SIUM Cannella
"berzcmina , o berzemino •",1,targioni_1858,VITIS Borgo tondo
besider),1,targioni_1858,PYRI Besì la motte
besì de chassery,1,targioni_1858,PYRI Bergamotta variegata
betonica,1,matthioli_1568,BETONIC \ officinali»
betonica ■ bettonica,1,targioni_1858,BETONIC \ officinali»
betula,1,targioni_1858,BETULA alba
biada,1,targioni_1858,AVENA sativa
bian cona salvatici,1,targioni_1858,PYRI Biancona domestica
bianca,1,targioni_1858,PRUNI Susina amoscina di Pomino
biancherclla cattiva,1,targioni_1858,AGARICUS Jozzolus . Scop
biancheria,1,targioni_1858,TRITICUM Man
bianchetto di francia,1,targioni_1858,VITIS Berzemino reale
bianchina,1,targioni_1858,PYRI 8 :a settembrina; TRITICUM Man
bianco spino,1,targioni_1858,CRATAEGI monogynia
bicchierini,1,targioni_1858,PEZTZA lentifera
bicchierino de’.prati,1,targioni_1858,BOLETUS »
bicorne,1,targioni_1858,ALLIUM Scalogne . Scalogno
bietola bianca,1,targioni_1858,BETA Ci la
bietola da erbacce,1,targioni_1858,BETA Ci la
bifera fructu orbiculato plano crasso,1,targioni_1858,FICUS Fico Albo
bigia,1,targioni_1858,VITIS Biancona
"bigiolone bianco, che spira odo- re di farina di fresco macinata",1,targioni_1858,AGARICUS Albellus . Scoeff
billeri,1,targioni_1858,CARDAMENE hirsuta . Cardamine impaticns . Carda- mine pratensi*
biodo,1,targioni_1858,BUTOMUS umbellatus
biondella,1,targioni_1858,CHENOPODIUM CHIRONflA centanrium. L; GENTIANA Centaurium . L
bisso,1,targioni_1858,BUTOMUS velutina
bisso d’acqua,1,targioni_1858,BUTOMUS B Y'SSUSaquea
"bitume, chiamato naphtha",1,matthioli_1568,
bizzarrìa,1,targioni_1858,"CITRUS - medica , Limon Citratus aurantium"
bo- nella o culo tondo,1,targioni_1858,PYRI Boncristiana muschiata
bocca di leone,1,targioni_1858,ORONTIUM majus
boiissa,1,targioni_1858,LYSIMACHIA Numi mularia
bolctu,1,targioni_1858,CIBO 67 FUNGO Jozolo-1
bom- bcraca,1,targioni_1858,ACACIA vcrae . su. gummi
bon- cristiana da estate,1,targioni_1858,PYRI Boncristiana da inverno
bon- cristiana di spagna,1,targioni_1858,PYRI Boncristiana di Cremona
bonaga,1,targioni_1858,ONOBRYCHIS ONON1S arvensis
bonella,1,targioni_1858,AMYGDALI bianca liscia del frutteto di Boboli
bonzuino,1,targioni_1858,CROCUS CROTON! Benzoe
"bor- gogna rossa , o bureau rosso",1,targioni_1858,"VITIS Borgogna bianca , o Chadenai , o Pinau bianca"
bor- raccina,1,targioni_1858,HYPNUM Hypnum proliferum. i.Hypnum sericeum . L
bor- rana salvatica,1,targioni_1858,"ANCHUSA italica . Pers, Anchusa officinali . L"
borda,1,targioni_1858,PYRI bianca
borra e*,1,targioni_1858,POLYTUCHUM commune
borraccina,1,targioni_1858,MORUS * 5; SEDUM acre
borraccino,1,targioni_1858,MORUS * 5
borraggine,1,targioni_1858,BORAGO officinali
borragine,1,targioni_1858,BORAGO officinali
borsone,1,targioni_1858,AGARICUS ■' Bicchierino de’ Prati
bosso,1,targioni_1858,BUTOMUS BU XUS sempervirens
bossolo,1,targioni_1858,BUTOMUS BU XUS sempervirens
bot- toni di rose,1,targioni_1858,"ROSA Rosa a bottoni scempia. centifolia , « major"
bottoni di,1,targioni_1858,"ROSA Rosa a bottoni scempia. centifolia , « major"
bourdon muschiata,1,targioni_1858,PYRI Bossola
bovinus,1,targioni_1858,BOLETUS Cerro ?
bralsica,1,matthioli_1568,
bran- orsina,1,targioni_1858,ACANTHUS mollis
branca orsina,1,targioni_1858,ACANTHUS mollis
brasile,1,targioni_1858,NICOLI ANA rustica
brasile rosso,1,targioni_1858,CAESALPINIA echinata
brasiletto,1,targioni_1858,CAESALPINIA ■»
brendoli,1,targioni_1858,CYTISUS Laburnum
bretto- nica,1,targioni_1858,BETONIC \ officinali»
brionia,1,targioni_1858,BRYONIA alba. Btyonia dioica
britanica,1,matthioli_1568,
britannica,1,targioni_1858,RUMEX Erba britannica . Rombice che si man- gia. Tabacco di Padule
broccoli di rapa,1,targioni_1858,"BRASSICA BRASSICA£ Rapae,folia prima , et turiones"
broccoli pavonazzi,1,targioni_1858,BRASSICA Eric
broccoli romani,1,targioni_1858,"BRASSICA - oleracea, Botrytis cy-nosa"
brodo de i pelei,1,matthioli_1568,PYRI Danese; VIBURNUM Opulus
broeggià,1,targioni_1858,ORNITHOPUS OROBANCHEmajor
bromo,1,matthioli_1568,
bruchi,1,matthioli_1568,
bruciaculo?,1,targioni_1858,ANTHEMIS altissima. Anthemis Cota
brunella,1,targioni_1858,PRUNELLA vulgaris
brusco,1,targioni_1858,RUSCUS aeuleatus
bu- limacola,1,targioni_1858,ONOBRYCHIS ONON1S arvensis
bu-; tua,1,targioni_1858,CISSAMPELOS Parcira
bubbolini,1,targioni_1858,CUCUB ALUS Behen
bubonaria,1,targioni_1858,INULA Bubonium
buftalmo,1,targioni_1858,ANTHEMIS ■ tinctoria
bugiarda bianca,1,targioni_1858,PYRI Bronca
bugiardona di,1,targioni_1858,PYRI Bugiardina
buglofla,1,matthioli_1568,
buglossa,1,targioni_1858,"ANCHUSA italica . Pers, Anchusa officinali . L"
bugula,1,targioni_1858,AJUGA reptans
"bulbo, che fa vomitare",1,matthioli_1568,"VIBURNUM Faba, minor, alba"
bulbosa,1,targioni_1858,FUMARI Gallina
bulbosus,1,targioni_1858,RANUNCULUS Giganti. Ranuncolo rosso
bulimaca,1,targioni_1858,ONOBRYCHIS ONON1S arvensis
bulimacola di bosco,1,targioni_1858,GENISTA germanica
bulinaca,1,targioni_1858,ONOBRYCHIS ONON1S arvensis
bunio falfo,1,matthioli_1568,"VIBURNUM Faba, minor, alba"
buon bocconi bianca,1,targioni_1858,PRUNI 1* ni
buplcuro,1,targioni_1858,BUPLEURUM rotundifolium j
"bureau rossa , vedi borgogna",1,targioni_1858,"VITIS Borgogna nera , o No vien nera"
buriana,1,targioni_1858,BORAGO officinali
buriano,1,targioni_1858,VITIS Burgnauese di Pistoia
burlano perugino,1,targioni_1858,VITIS Burlano nostrale
busso,1,targioni_1858,BUTOMUS BU XUS sempervirens
bussola,1,targioni_1858,PYRI Pomino
bussolo,1,targioni_1858,BUTOMUS BU XUS sempervirens
c( a inai,1,matthioli_1568,
ca- povenere,1,targioni_1858,ADIANTHUM Capillus veneris
ca- robole,1,targioni_1858,CERATONIA siliqua
ca- tecù,1,targioni_1858,ACACIAE Catechu tu. Succus
cac- cabclli • rosa canina,1,targioni_1858,ROSA • canina
cacalia,1,matthioli_1568,SALSOLA Kali
cacantuen,1,targioni_1858,PSORALEA glandulosa
caccao barbigi,1,targioni_1858,"THEOBROMA Cacao , barbicensis"
caccao di cajenna,1,targioni_1858,"THEOBROMA Cacao , cajennensis"
caccao di caracca,1,targioni_1858,"THEOBROMA Cacao , caraccensis"
caccao quajachino,1,targioni_1858,"THEOBROMA Cacao, quajachinus"
caccia diavoli,1,targioni_1858,HYPERICUM perforata
caccia febbre,1,targioni_1858,CHENOPODIUM CHIRONflA centanrium. L; GENTIANA Centaurium . L
cacciò,1,targioni_1858,"ACACIAE Catechu tu. Succus; MIMOSA Noli me tangere . Sensitiva . - MIMOSAE Catechu, succus"
cadmia,1,matthioli_1568,
caepa,1,targioni_1858,ALLIUM Porriolo
"caepa , bulbo rubro",1,targioni_1858,ALLIUM Cipolla bianca
"caepa , oblonga",1,targioni_1858,ALLIUM Cipolla rossa
"caepa, bulbo albo",1,targioni_1858,ALLIUM Cipolla
caffè,1,targioni_1858,COFFEA arabica
caffè della,1,targioni_1858,COFFEA occidentalis
caffè dilevanre.caffè di moca,1,targioni_1858,COFFEA arabica
caglio,1,targioni_1858,GALIUM verum
"caglio , callio",1,targioni_1858,CYNARA Cardunculus
caglio bianco,1,targioni_1858,GALIUM Mollugo
cainpestris latifolia,1,targioni_1858,ULMLJS Olmo piramidale
cajpput,1,targioni_1858,MELALEUCA Leucadendra
calamandrea,1,targioni_1858,TEUCRIUM Chamaedrys
calamandrina,1,targioni_1858,TEUCRIUM Chamaedrys
calamento montano,1,targioni_1858,MELISSA Calamintha
calamina of quo,1,clavis_sanationis_1290,
calaminta,1,targioni_1858,MELISSA Calamintha
calaminta mon- tana,1,targioni_1858,MELISSA Calamintha
calamintha,1,matthioli_1568,
calamo odorato,1,matthioli_1568,HOLCUS cernuus
calbigia bianca con la resta,1,targioni_1858,TRITICUM Man
"calcantho, ouero atramento tutorio",1,matthioli_1568,
calcatrippa,1,targioni_1858,DAUCUS DÈLPHINnjM Aiacis
"calcedonica , fi",1,targioni_1858,LYCHNIS Scarlattea scempia
calcina urna,1,matthioli_1568,CUPRESSUS sempervirens. a. pyramidalis
calcìtrapa,1,targioni_1858,CENT |
cali,1,targioni_1858,SALSOLA Kali
calice,1,targioni_1858,CAR EX acuta nifi . L
callio,1,targioni_1858,GALIUM verum
calomba,1,targioni_1858,CALUMBÀ officinarum
calta palustre,1,targioni_1858,CALTHA palustris
calumba,1,targioni_1858,CALUMBÀ officinarum
calumbe,1,targioni_1858,CALUMBÀ officinarum
calyptranthes » solutiva,1,targioni_1858,AMARELLA Caryopbyllata
cam- meilina,1,targioni_1858,CAMELLINA satira
camaleone,1,targioni_1858,CARLINA acauli.?
camamilla,1,targioni_1858,MATRICARIA Chamomilla
camamina,1,targioni_1858,CAMELLINA satira; MYAGRUM sativum . L
camelia,1,targioni_1858,CAMELIA japonica
camellina,1,targioni_1858,CAMELLINA satira
camellina.cam- mellina,1,targioni_1858,MYAGRUM sativum . L
camfora,1,targioni_1858,LAURUS Camphora
campana verde,1,targioni_1858,PYRI Cagliotta rosata
campanella,1,targioni_1858,CAMPANULA Viola maura . persicifolia; PYRI Chiaravilla del fiore scempio
campanelle,1,targioni_1858,CONVOLVULUS Meohacanna; IPOMAEA Nil; IPOMAEA purpurea
campanelle indiane,1,targioni_1858,IPOMAEA Nil
campanelle sussi,1,targioni_1858,IPOMAEA coccinea
campeggio,1,targioni_1858,GUMMIAMMONIACI H \EMATOXYLUM canape chiense
campestre,1,targioni_1858,ERYNGIUM ametistinum-rCardo stellario. Eringio aine- listino. Spina di S. Francesco
can nabina,1,targioni_1858,DATISCA cannabina
canadcnsis,1,targioni_1858,PINUS Albero del Balsamo del Canada
canadensis,1,targioni_1858,EELLIS Berbero di frurto pavonazzo
canajelo nero grosso,1,targioni_1858,VITIS Canajolo ne- ro piccolo
canapa aquatica,1,targioni_1858,EUPATORIUM cannabinum
canape domeftico,1,matthioli_1568,VITIS Lonza
canape faluatico,1,matthioli_1568,VITIS Lonza
canaria,1,targioni_1858,PHALARIS Canariensis
candidum,1,targioni_1858,LILTUM Dama . Riccio Madama
candiola bianca,1,targioni_1858,VITIS Canarie
canfora,1,targioni_1858,LAURUS Camphora
canina,1,targioni_1858,SCROPHULARIA Scrofularia; VITIS Borgogna
canina piccola lunga,1,targioni_1858,VITIS Canina grossa
"caninae, fructus",1,targioni_1858,ROSAE Scarnigi
canivctti di napoli,1,targioni_1858,PYRI Canicut di Napoli
canna,1,matthioli_1568,LÀWSONIA inermis
canna dello zucchero,1,targioni_1858,RUTA Sa'CCHARUM officinarum
canna d’ india,1,targioni_1858,CALAMUS Rotang
canna d’india,1,targioni_1858,CANNA indica
cannabinus,1,targioni_1858,HIBISCUS Seme d’ambra . Seme d’ambretta
cannacoro,1,targioni_1858,CANNA indica
cannarone,1,targioni_1858,"CITRUS medica , Limon Sancti Remi"
cannella,1,targioni_1858,CANELLA alba; LAURUS Cinnamomum
cannella del coromandel,1,targioni_1858,LAURUS Cassia
cannella del ma- labar,1,targioni_1858,LAURUS Cassia
cannella garofa- nata,1,targioni_1858,CALYPTRANTHUS Caryophyllata
cannellina,1,targioni_1858,LAURUS Cassia
cantharellus,1,targioni_1858,AGARICUS Prataiuolo . Pratolino . Pretaiolo
cantharides,1,matthioli_1568,
caoutchouc,1,targioni_1858,"SIPHONIA elastica , et ejus succus"
capei venere,1,targioni_1858,ASPLENIUM Adianthum nigrum
capei venere doppio,1,targioni_1858,ASPLENIUM Adianthum nigrum
capelvenere,1,targioni_1858,ADIANTHUM Capillus veneris
capo bianco,1,targioni_1858,AMMI majus; DAUCUS Carota sylvestris; UMBELLATAE fere omnes fl. albo
capo di,1,targioni_1858,DIGITALIS lutea
capo di frate,1,targioni_1858,LEONTODON L
capo di medusa,1,targioni_1858,EUPHORBIA Caput Medusa©
capo di monaco,1,targioni_1858,LEONTODON L
capo girlo,1,targioni_1858,ERVUM Ervilia . L
capogirlo,1,targioni_1858,VIBURNUM Fava salVICIA Ervilia
capomilla di fior rosso,1,targioni_1858,ADONIS aestivalis
caponvencre,1,targioni_1858,ADIANTHUM Capillus veneris
capparo,1,targioni_1858,CAPPARIS spinosa
cappero,1,targioni_1858,CAPPARIS spinosa
cappero di padule,1,targioni_1858,NYWPHAEA alba
capponi,1,targioni_1858,"CLEMATIDIS Vitalbae ,fructus"
cappucci,1,targioni_1858,DAUCUS DÈLPHINnjM Aiacis
capraccia rossa ordinaria,1,targioni_1858,AGARICUS emeticus . Scoeff
capraggine,1,targioni_1858,GALEGA officinalis
caprinella,1,targioni_1858,PLUVIA AGO europaea
capriola,1,targioni_1858,CYNODON Dactylon. Pera
cara cò,1,targioni_1858,PHASEOLUS Caracalla
caracia,1,targioni_1858,EUPHORBIA Caracias
caracollo,1,targioni_1858,PHASEOLUS Caracalla
caracores,1,targioni_1858,PHASEOLUS Caracalla
caragana,1,targioni_1858,CARAGANA Eric
caragana di siberia,1,targioni_1858,CARAGANA Eric
carate,1,targioni_1858,CERATONIA siliqua
carato,1,targioni_1858,"CERATONIAE siliquae , semcn"
caravella ferrugineo colore,1,targioni_1858,PYRUS Pera Caravella tonda da estate
carcioferaccio,1,targioni_1858,ACANTHUS mollis
carciofo salva- tico,1,targioni_1858,CYNARA Cardunculus
cardamomo,1,matthioli_1568,AMOMUM ■ Cardamomum
cardamomo medio,1,targioni_1858,HELLENIA alba. w
cardamomo tratto,1,targioni_1858,"NIGELLAE sativae , semen"
cardamomum,1,matthioli_1568,
cardiaca,1,targioni_1858,LEONURUS Cardiaca
cardo asinino,1,targioni_1858,CARPTNUS CARTHaMUS marianus maculatus
cardo benedetto,1,matthioli_1568,
cardo da cardar ber-] rette,1,targioni_1858,DIPSACUS fullonum
cardo da lanajoli,1,targioni_1858,DIPSACUS fullonum
cardo mariano,1,targioni_1858,CARDUUS marianus
cardo spinoso,1,targioni_1858,CYNARA Cardunculus
